entity_name,krs,path,status,old_file_value,new_file_value
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[34].sygnaturaAktSprawyDotyczacejWpisu,no_change,RDF/270523/20/412,RDF/270523/20/412
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[35].dataWpisu,no_change,11.02.2021,11.02.2021
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[35].numerWpisu,no_change,36,36
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[35].opis,no_change,ZMIANA DANYCH W REJESTRZE,ZMIANA DANYCH W REJESTRZE
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[35].oznaczenieSaduDokonujacegoWpisu,no_change,"SĄD REJONOWY DLA M. ST. WARSZAWY W WARSZAWIE, XII WYDZIAŁ GOSPODARCZY KRAJOWEGO REJESTRU SĄDOWEGO","SĄD REJONOWY DLA M. ST. WARSZAWY W WARSZAWIE, XII WYDZIAŁ GOSPODARCZY KRAJOWEGO REJESTRU SĄDOWEGO"
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[35].sygnaturaAktSprawyDotyczacejWpisu,no_change,WA.XII NS-REJ.KRS/7423/21/751,WA.XII NS-REJ.KRS/7423/21/751
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[36].dataWpisu,no_change,01.04.2021,01.04.2021
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[36].numerWpisu,no_change,37,37
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[36].opis,no_change,ZMIANA DANYCH W REJESTRZE,ZMIANA DANYCH W REJESTRZE
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[36].oznaczenieSaduDokonujacegoWpisu,no_change,SYSTEM,SYSTEM
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[36].sygnaturaAktSprawyDotyczacejWpisu,no_change,RDF/284322/21/55,RDF/284322/21/55
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[37].dataWpisu,no_change,01.04.2021,01.04.2021
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[37].numerWpisu,no_change,38,38
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[37].opis,no_change,ZMIANA DANYCH W REJESTRZE,ZMIANA DANYCH W REJESTRZE
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[37].oznaczenieSaduDokonujacegoWpisu,no_change,SYSTEM,SYSTEM
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[37].sygnaturaAktSprawyDotyczacejWpisu,no_change,RDF/284322/21/456,RDF/284322/21/456
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[38].dataWpisu,no_change,01.04.2021,01.04.2021
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[38].numerWpisu,no_change,39,39
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[38].opis,no_change,ZMIANA DANYCH W REJESTRZE,ZMIANA DANYCH W REJESTRZE
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[38].oznaczenieSaduDokonujacegoWpisu,no_change,SYSTEM,SYSTEM
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[38].sygnaturaAktSprawyDotyczacejWpisu,no_change,RDF/284322/21/857,RDF/284322/21/857
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[39].dataWpisu,no_change,01.04.2021,01.04.2021
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[39].numerWpisu,no_change,40,40
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[39].opis,no_change,ZMIANA DANYCH W REJESTRZE,ZMIANA DANYCH W REJESTRZE
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[39].oznaczenieSaduDokonujacegoWpisu,no_change,SYSTEM,SYSTEM
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[39].sygnaturaAktSprawyDotyczacejWpisu,no_change,RDF/284322/21/258,RDF/284322/21/258
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[3].dataWpisu,no_change,04.10.2002,04.10.2002
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[3].numerWpisu,no_change,4,4
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[3].opis,no_change,ZMIANA DANYCH W REJESTRZE,ZMIANA DANYCH W REJESTRZE
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[3].oznaczenieSaduDokonujacegoWpisu,no_change,"SĄD REJONOWY DLA M. ST. WARSZAWY W WARSZAWIE, XIX WYDZIAŁ GOSPODARCZY KRAJOWEGO REJESTRU SĄDOWEGO","SĄD REJONOWY DLA M. ST. WARSZAWY W WARSZAWIE, XIX WYDZIAŁ GOSPODARCZY KRAJOWEGO REJESTRU SĄDOWEGO"
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[3].sygnaturaAktSprawyDotyczacejWpisu,no_change,WA.XIX NS-REJ.KRS/14480/02/269,WA.XIX NS-REJ.KRS/14480/02/269
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[40].dataWpisu,no_change,25.08.2021,25.08.2021
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[40].numerWpisu,no_change,41,41
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[40].opis,no_change,ZMIANA DANYCH W REJESTRZE,ZMIANA DANYCH W REJESTRZE
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[40].oznaczenieSaduDokonujacegoWpisu,no_change,SYSTEM,SYSTEM
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[40].sygnaturaAktSprawyDotyczacejWpisu,no_change,RDF/325448/21/942,RDF/325448/21/942
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[41].dataWpisu,no_change,25.08.2021,25.08.2021
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[41].numerWpisu,no_change,42,42
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[41].opis,no_change,ZMIANA DANYCH W REJESTRZE,ZMIANA DANYCH W REJESTRZE
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[41].oznaczenieSaduDokonujacegoWpisu,no_change,SYSTEM,SYSTEM
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[41].sygnaturaAktSprawyDotyczacejWpisu,no_change,RDF/325448/21/343,RDF/325448/21/343
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[42].dataWpisu,no_change,25.08.2021,25.08.2021
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[42].numerWpisu,no_change,43,43
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[42].opis,no_change,ZMIANA DANYCH W REJESTRZE,ZMIANA DANYCH W REJESTRZE
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[42].oznaczenieSaduDokonujacegoWpisu,no_change,SYSTEM,SYSTEM
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[42].sygnaturaAktSprawyDotyczacejWpisu,no_change,RDF/325448/21/744,RDF/325448/21/744
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[43].dataWpisu,no_change,25.08.2021,25.08.2021
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[43].numerWpisu,no_change,44,44
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[43].opis,no_change,ZMIANA DANYCH W REJESTRZE,ZMIANA DANYCH W REJESTRZE
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[43].oznaczenieSaduDokonujacegoWpisu,no_change,SYSTEM,SYSTEM
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[43].sygnaturaAktSprawyDotyczacejWpisu,no_change,RDF/325448/21/145,RDF/325448/21/145
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[44].dataWpisu,no_change,13.10.2021,13.10.2021
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[44].numerWpisu,no_change,45,45
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[44].opis,no_change,ZMIANA DANYCH W REJESTRZE,ZMIANA DANYCH W REJESTRZE
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[44].oznaczenieSaduDokonujacegoWpisu,no_change,"SĄD REJONOWY DLA M.ST. WARSZAWY W WARSZAWIE, XII WYDZIAŁ GOSPODARCZY KRAJOWEGO REJESTRU SĄDOWEGO","SĄD REJONOWY DLA M.ST. WARSZAWY W WARSZAWIE, XII WYDZIAŁ GOSPODARCZY KRAJOWEGO REJESTRU SĄDOWEGO"
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[44].sygnaturaAktSprawyDotyczacejWpisu,no_change,WA.XII NS-REJ.KRS/56532/21/736,WA.XII NS-REJ.KRS/56532/21/736
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[45].dataWpisu,no_change,25.11.2021,25.11.2021
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[45].numerWpisu,no_change,46,46
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[45].opis,no_change,ZMIANA DANYCH W REJESTRZE,ZMIANA DANYCH W REJESTRZE
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[45].oznaczenieSaduDokonujacegoWpisu,no_change,SYSTEM,SYSTEM
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[45].sygnaturaAktSprawyDotyczacejWpisu,no_change,RDF/362401/21/550,RDF/362401/21/550
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[46].dataWpisu,no_change,25.11.2021,25.11.2021
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[46].numerWpisu,no_change,47,47
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[46].opis,no_change,ZMIANA DANYCH W REJESTRZE,ZMIANA DANYCH W REJESTRZE
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[46].oznaczenieSaduDokonujacegoWpisu,no_change,SYSTEM,SYSTEM
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[46].sygnaturaAktSprawyDotyczacejWpisu,no_change,RDF/362401/21/951,RDF/362401/21/951
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[47].dataWpisu,no_change,25.11.2021,25.11.2021
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[47].numerWpisu,no_change,48,48
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[47].opis,no_change,ZMIANA DANYCH W REJESTRZE,ZMIANA DANYCH W REJESTRZE
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[47].oznaczenieSaduDokonujacegoWpisu,no_change,SYSTEM,SYSTEM
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[47].sygnaturaAktSprawyDotyczacejWpisu,no_change,RDF/362401/21/352,RDF/362401/21/352
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[48].dataWpisu,no_change,01.07.2022,01.07.2022
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[48].numerWpisu,no_change,49,49
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[48].opis,no_change,ZMIANA DANYCH W REJESTRZE,ZMIANA DANYCH W REJESTRZE
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[48].oznaczenieSaduDokonujacegoWpisu,no_change,"SĄD REJONOWY DLA M.ST. WARSZAWY W WARSZAWIE, XII WYDZIAŁ GOSPODARCZY KRAJOWEGO REJESTRU SĄDOWEGO","SĄD REJONOWY DLA M.ST. WARSZAWY W WARSZAWIE, XII WYDZIAŁ GOSPODARCZY KRAJOWEGO REJESTRU SĄDOWEGO"
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[48].sygnaturaAktSprawyDotyczacejWpisu,no_change,WA.XII NS-REJ.KRS/37051/22/532,WA.XII NS-REJ.KRS/37051/22/532
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[49].dataWpisu,no_change,19.08.2022,19.08.2022
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[49].numerWpisu,no_change,50,50
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[49].opis,no_change,ZMIANA DANYCH W REJESTRZE,ZMIANA DANYCH W REJESTRZE
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[49].oznaczenieSaduDokonujacegoWpisu,no_change,SYSTEM,SYSTEM
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[49].sygnaturaAktSprawyDotyczacejWpisu,no_change,RDF/414912/22/90,RDF/414912/22/90
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[4].dataWpisu,no_change,16.12.2002,16.12.2002
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[4].numerWpisu,no_change,5,5
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[4].opis,no_change,ZMIANA DANYCH W REJESTRZE,ZMIANA DANYCH W REJESTRZE
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[4].oznaczenieSaduDokonujacegoWpisu,no_change,"SĄD REJONOWY DLA M. ST. WARSZAWY W WARSZAWIE, XIX WYDZIAŁ GOSPODARCZY KRAJOWEGO REJESTRU SĄDOWEGO","SĄD REJONOWY DLA M. ST. WARSZAWY W WARSZAWIE, XIX WYDZIAŁ GOSPODARCZY KRAJOWEGO REJESTRU SĄDOWEGO"
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[4].sygnaturaAktSprawyDotyczacejWpisu,no_change,WA.XIX NS-REJ.KRS/19511/02/879,WA.XIX NS-REJ.KRS/19511/02/879
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[50].dataWpisu,no_change,19.08.2022,19.08.2022
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[50].numerWpisu,no_change,51,51
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[50].opis,no_change,ZMIANA DANYCH W REJESTRZE,ZMIANA DANYCH W REJESTRZE
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[50].oznaczenieSaduDokonujacegoWpisu,no_change,SYSTEM,SYSTEM
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[50].sygnaturaAktSprawyDotyczacejWpisu,no_change,RDF/414912/22/491,RDF/414912/22/491
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[51].dataWpisu,no_change,19.08.2022,19.08.2022
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[51].numerWpisu,no_change,52,52
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[51].opis,no_change,ZMIANA DANYCH W REJESTRZE,ZMIANA DANYCH W REJESTRZE
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[51].oznaczenieSaduDokonujacegoWpisu,no_change,SYSTEM,SYSTEM
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[51].sygnaturaAktSprawyDotyczacejWpisu,no_change,RDF/414912/22/892,RDF/414912/22/892
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[52].dataWpisu,no_change,19.08.2022,19.08.2022
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[52].numerWpisu,no_change,53,53
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[52].opis,no_change,ZMIANA DANYCH W REJESTRZE,ZMIANA DANYCH W REJESTRZE
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[52].oznaczenieSaduDokonujacegoWpisu,no_change,SYSTEM,SYSTEM
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[52].sygnaturaAktSprawyDotyczacejWpisu,no_change,RDF/414912/22/293,RDF/414912/22/293
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[53].dataWpisu,no_change,21.03.2023,21.03.2023
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[53].numerWpisu,no_change,54,54
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[53].opis,no_change,ZMIANA DANYCH W REJESTRZE,ZMIANA DANYCH W REJESTRZE
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[53].oznaczenieSaduDokonujacegoWpisu,no_change,SYSTEM,SYSTEM
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[53].sygnaturaAktSprawyDotyczacejWpisu,no_change,RDF/473503/23/843,RDF/473503/23/843
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[54].dataWpisu,no_change,21.03.2023,21.03.2023
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[54].numerWpisu,no_change,55,55
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[54].opis,no_change,ZMIANA DANYCH W REJESTRZE,ZMIANA DANYCH W REJESTRZE
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[54].oznaczenieSaduDokonujacegoWpisu,no_change,SYSTEM,SYSTEM
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[54].sygnaturaAktSprawyDotyczacejWpisu,no_change,RDF/473503/23/244,RDF/473503/23/244
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[55].dataWpisu,no_change,21.03.2023,21.03.2023
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[55].numerWpisu,no_change,56,56
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[55].opis,no_change,ZMIANA DANYCH W REJESTRZE,ZMIANA DANYCH W REJESTRZE
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[55].oznaczenieSaduDokonujacegoWpisu,no_change,SYSTEM,SYSTEM
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[55].sygnaturaAktSprawyDotyczacejWpisu,no_change,RDF/473503/23/645,RDF/473503/23/645
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[56].dataWpisu,no_change,21.03.2023,21.03.2023
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[56].numerWpisu,no_change,57,57
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[56].opis,no_change,ZMIANA DANYCH W REJESTRZE,ZMIANA DANYCH W REJESTRZE
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[56].oznaczenieSaduDokonujacegoWpisu,no_change,SYSTEM,SYSTEM
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[56].sygnaturaAktSprawyDotyczacejWpisu,no_change,RDF/473503/23/46,RDF/473503/23/46
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[57].dataWpisu,no_change,31.08.2023,31.08.2023
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[57].numerWpisu,no_change,58,58
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[57].opis,no_change,ZMIANA DANYCH W REJESTRZE,ZMIANA DANYCH W REJESTRZE
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[57].oznaczenieSaduDokonujacegoWpisu,no_change,"SĄD REJONOWY DLA M.ST. WARSZAWY W WARSZAWIE, XII WYDZIAŁ GOSPODARCZY KRAJOWEGO REJESTRU SĄDOWEGO","SĄD REJONOWY DLA M.ST. WARSZAWY W WARSZAWIE, XII WYDZIAŁ GOSPODARCZY KRAJOWEGO REJESTRU SĄDOWEGO"
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[57].sygnaturaAktSprawyDotyczacejWpisu,no_change,WA.XII NS-REJ.KRS/38365/23/834,WA.XII NS-REJ.KRS/38365/23/834
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[58].dataWpisu,no_change,04.09.2023,04.09.2023
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[58].numerWpisu,no_change,59,59
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[58].opis,no_change,ZMIANA DANYCH W REJESTRZE,ZMIANA DANYCH W REJESTRZE
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[58].oznaczenieSaduDokonujacegoWpisu,no_change,"SĄD REJONOWY DLA M.ST. WARSZAWY W WARSZAWIE, XII WYDZIAŁ GOSPODARCZY KRAJOWEGO REJESTRU SĄDOWEGO","SĄD REJONOWY DLA M.ST. WARSZAWY W WARSZAWIE, XII WYDZIAŁ GOSPODARCZY KRAJOWEGO REJESTRU SĄDOWEGO"
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[58].sygnaturaAktSprawyDotyczacejWpisu,no_change,WA.XII NS-REJ.KRS/45251/23/602,WA.XII NS-REJ.KRS/45251/23/602
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[59].dataWpisu,no_change,30.11.2023,30.11.2023
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[59].numerWpisu,no_change,60,60
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[59].opis,no_change,ZMIANA DANYCH W REJESTRZE,ZMIANA DANYCH W REJESTRZE
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[59].oznaczenieSaduDokonujacegoWpisu,no_change,"SĄD REJONOWY DLA M.ST. WARSZAWY W WARSZAWIE, XII WYDZIAŁ GOSPODARCZY KRAJOWEGO REJESTRU SĄDOWEGO","SĄD REJONOWY DLA M.ST. WARSZAWY W WARSZAWIE, XII WYDZIAŁ GOSPODARCZY KRAJOWEGO REJESTRU SĄDOWEGO"
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[59].sygnaturaAktSprawyDotyczacejWpisu,no_change,WA.XII NS-REJ.KRS/67674/23/7,WA.XII NS-REJ.KRS/67674/23/7
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[5].dataWpisu,no_change,25.11.2003,25.11.2003
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[5].numerWpisu,no_change,6,6
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[5].opis,no_change,ZMIANA DANYCH W REJESTRZE,ZMIANA DANYCH W REJESTRZE
CGI Information Systems and Management Consultants (Polska) Sp. z o.o.,0000078664,root.odpis.naglowekP.wpis[5].oznaczenieSaduDokonujacegoWpisu,no_change,"SĄD REJONOWY DLA M. ST. WARSZAWY W WARSZAWIE, XIX WYDZIAŁ GOSPODARCZY KRAJOWEGO REJESTRU SĄDOWEGO","SĄD REJONOWY DLA M. ST. WARSZAWY W WARSZAWIE, XIX WYDZIAŁ GOSPODARCZY KRAJOWEGO REJESTRU SĄDOWEGO"
